"RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance"
"Good",83,204,6,98,14,0,0,100,-7,7,8,14,3,21,6,0,0,27,-8,2,1,0,25
"Good",86,292,5,114,20,0,0,100,-7,7,8,22,1,24,6,0,0,6,12,3,1,1,57
"Good",68,114,3,52,20,0,0,85,32,6,6,22,6,5,2,2,2,22,-8,9,1,1,71
"Good",86,158,3,74,13,0,0,100,-7,7,8,13,2,8,0,5,5,8,-8,3,1,0,44
"Good",84,209,3,84,19,0,0,100,-7,7,8,20,2,30,2,5,5,0,51,2,3,0,63
"Good",86,422,15,140,25,0,0,96,40,6,6,26,0,15,-8,0,0,6,21,1,3,0,24
"Good",75,74,6,46,17,0,0,100,-7,7,8,17,1,29,9,0,0,17,61,2,3,1,45
"Good",76,158,2,65,18,0,0,100,-7,7,8,19,2,26,1,1,1,28,67,3,3,1,67
"Good",78,155,5,70,20,0,0,100,-7,7,8,20,1,20,0,1,1,41,22,2,3,1,63
"Good",86,199,6,67,10,0,0,100,-7,7,8,10,1,30,4,1,1,12,32,3,1,0,50
"Bad",63,33,4,15,11,0,0,82,0,4,6,11,6,9,5,0,0,13,-8,4,1,0,50
"Good",87,408,6,124,24,0,0,100,-7,7,8,24,1,17,-8,0,0,0,94,1,2,0,33
"Good",76,162,7,81,15,0,0,100,-7,7,8,15,1,40,-8,0,0,54,-8,3,2,2,83
"Good",85,181,6,99,15,0,0,100,-7,7,8,16,2,33,6,0,0,8,69,2,3,0,60
"Good",71,107,2,42,23,0,0,92,40,6,6,24,3,67,2,4,4,34,91,6,4,1,83
"Good",83,221,3,76,33,0,0,100,-7,7,8,35,3,21,4,1,1,7,61,3,3,0,29
"Good",82,191,12,98,9,1,0,90,35,6,5,10,0,60,3,1,1,0,78,0,2,0,60
"Good",72,400,5,146,38,1,0,97,45,6,5,39,2,21,3,1,1,26,97,3,2,1,38
"Good",77,141,14,79,13,0,0,77,11,4,6,13,0,23,-8,0,0,4,-8,2,1,0,60
"Good",88,232,15,110,28,0,0,100,-7,7,8,28,0,32,-8,0,0,5,72,3,2,0,63
"Good",69,187,2,98,29,0,0,97,25,6,6,30,3,37,2,2,2,33,74,7,4,2,73
"Bad",85,223,13,87,23,0,0,91,26,6,6,26,0,9,1,1,1,4,-8,4,1,0,50
"Good",89,180,6,82,27,0,0,100,-7,7,8,27,1,26,-8,0,0,0,-8,1,1,0,25
"Good",73,59,6,23,13,0,0,100,-7,7,8,13,4,8,9,0,0,46,-8,3,1,1,63
"Good",90,203,2,99,14,0,0,100,-7,7,8,15,2,47,11,0,0,8,86,2,3,0,71
"Good",68,219,18,127,20,1,0,91,4,3,5,23,0,14,4,1,1,21,91,4,3,1,88
"Good",76,408,4,94,32,0,0,100,-7,7,8,32,2,16,8,0,0,35,48,5,4,2,47
"Good",89,225,3,81,11,0,0,100,-7,7,8,12,2,73,1,3,3,6,91,1,3,0,80
"Good",82,189,10,82,16,0,0,100,-7,7,8,16,1,44,3,1,1,12,-8,2,2,0,44
"Bad",74,103,2,26,6,0,0,100,-7,7,8,8,4,38,0,3,3,36,-8,2,1,1,60
"Good",83,200,2,98,21,0,0,100,-7,7,8,22,2,36,4,2,2,20,-8,1,1,1,29
"Good",81,137,1,56,22,1,0,92,36,6,5,24,3,21,7,0,0,3,-8,3,1,0,50
"Good",68,212,3,89,33,0,0,97,13,6,6,33,3,42,3,1,1,43,68,5,3,0,67
"Bad",78,191,7,81,29,0,0,100,-7,7,8,30,3,45,3,1,1,52,66,2,4,0,86
"Good",88,166,3,92,10,0,0,100,-7,7,8,10,1,40,0,2,2,0,96,0,1,0,25
"Good",80,223,5,96,25,0,0,100,-7,7,8,25,4,36,0,1,1,18,83,5,3,1,53
"Bad",84,138,5,52,18,0,0,100,-7,7,8,18,1,44,0,1,1,9,67,5,4,0,69
"Good",86,152,2,71,19,0,0,100,-7,7,8,20,1,50,0,4,4,2,-8,1,1,0,29
"Good",77,85,20,56,14,0,0,100,-7,7,8,15,0,27,0,0,0,21,-8,5,1,1,75
"Good",64,98,3,50,31,0,0,97,14,6,6,32,3,56,0,2,2,46,21,4,6,1,83
"Bad",75,196,4,59,32,0,0,100,-7,7,8,32,5,50,0,0,0,11,84,4,3,0,44
"Bad",86,70,9,39,10,0,0,100,-7,7,8,10,1,10,0,0,0,0,-8,1,1,0,22
"Good",79,161,8,83,17,0,0,100,-7,7,8,19,2,42,0,1,1,13,-8,5,1,1,86
"Bad",73,153,0,75,17,0,0,100,-7,7,8,18,4,33,0,2,2,87,95,2,2,1,57
"Good",76,201,13,87,18,0,0,100,-7,7,8,18,0,22,0,0,0,75,83,2,2,1,67
"Bad",69,243,6,79,14,0,0,100,-7,7,8,16,1,44,0,1,1,85,93,5,1,1,100
"Bad",80,304,18,117,30,0,0,100,-7,6,8,32,0,25,0,0,0,49,55,8,2,0,67
"Good",88,210,2,103,25,0,0,100,-7,7,8,26,1,31,0,0,0,27,-8,1,1,0,25
"Bad",64,57,11,39,10,1,0,75,20,6,5,13,1,42,0,1,1,68,88,2,4,1,86
"Good",73,209,11,84,22,1,0,87,29,6,5,23,1,43,0,1,1,6,84,2,2,1,31
"Good",79,200,5,86,26,0,0,100,-7,5,8,30,1,67,0,1,1,57,97,4,2,1,100
"Bad",76,136,1,57,20,0,0,100,-7,7,8,21,2,33,0,0,0,44,-8,5,1,1,60
"Bad",68,87,4,44,20,0,0,85,18,6,6,20,3,20,0,4,4,24,-8,8,2,0,77
"Bad",76,138,5,48,20,0,0,100,-7,7,8,20,2,35,0,0,0,40,72,2,2,1,50
"Bad",65,53,4,27,16,0,0,100,-7,7,8,16,5,44,0,2,2,73,79,5,4,2,100
"Good",81,93,13,50,9,0,0,100,-7,7,8,9,0,11,0,0,0,23,-8,2,1,0,60
"Good",73,445,15,125,12,0,0,83,21,6,6,12,0,42,0,1,1,55,-8,4,1,1,100
"Bad",64,187,16,85,16,0,0,78,4,4,6,18,0,17,0,0,0,52,-8,6,1,2,64
"Good",78,313,4,80,24,0,0,100,-7,7,8,24,2,42,0,0,0,25,62,5,2,2,58
"Good",86,369,11,80,20,0,0,100,-7,7,8,20,1,35,0,0,0,12,-8,1,1,0,33
"Bad",84,138,5,74,24,0,0,96,30,6,6,28,1,57,0,1,1,5,-8,3,1,0,57
"Good",81,165,12,95,17,0,0,100,-7,7,8,18,0,50,0,0,0,21,29,2,2,1,80
"Bad",76,56,7,39,6,0,0,100,-7,7,8,6,1,17,0,0,0,21,22,3,1,1,67
"Bad",74,183,3,75,13,0,0,100,-7,7,8,13,2,31,0,4,4,75,65,4,3,2,88
"Good",81,339,3,108,23,0,0,100,-7,7,8,24,2,46,0,0,0,33,63,4,4,1,80
"Bad",80,168,1,83,21,0,0,91,25,6,6,23,2,35,0,2,2,8,62,3,3,0,55
"Good",69,98,1,37,8,0,0,100,-7,7,8,12,5,42,0,2,2,51,91,3,2,1,71
"Bad",81,184,7,83,15,0,0,100,-7,5,8,16,3,44,0,2,2,53,-8,2,1,0,75
"Good",80,101,3,55,23,0,0,100,-7,7,8,23,1,17,0,1,1,1,-8,6,2,1,67
"Good",69,50,5,32,15,0,0,100,-7,7,8,16,1,50,0,2,2,55,68,5,1,1,67
"Good",69,125,2,50,32,0,0,97,32,6,6,34,4,32,0,1,1,44,83,6,3,2,53
"Bad",62,124,1,52,23,0,0,88,1,4,6,24,4,13,0,0,0,8,77,4,2,0,33
"Bad",71,109,16,48,26,0,0,100,-7,7,8,27,0,26,0,3,3,26,64,4,2,1,38
"Good",86,285,6,98,21,0,0,100,-7,7,8,23,1,48,0,3,3,14,86,2,2,0,57
"Bad",68,183,15,65,14,0,0,75,8,4,6,16,0,56,0,0,0,75,-8,4,1,1,71
"Good",59,162,5,85,19,0,0,85,2,4,6,20,2,35,0,0,0,89,-8,8,1,2,90
"Bad",78,246,17,109,15,0,0,100,-7,7,8,15,0,40,0,0,0,71,-8,2,1,2,43
"Good",74,65,2,34,6,0,0,100,-7,7,8,9,2,11,0,3,3,56,100,2,1,1,75
"Good",75,91,3,39,19,0,0,100,-7,7,8,19,2,37,0,4,4,27,62,3,5,0,80
"Bad",77,278,0,73,15,0,0,94,38,6,6,16,2,31,0,0,0,22,-8,6,1,2,64
"Bad",64,363,8,150,12,0,0,93,6,4,6,14,1,36,0,0,0,69,64,4,1,2,83
"Bad",73,141,8,75,19,0,0,100,-7,7,8,19,1,42,0,0,0,99,91,1,2,1,100
"Good",86,326,6,90,32,0,0,100,-7,6,8,37,2,51,0,0,0,4,80,4,3,1,64
"Bad",74,185,7,79,25,0,0,100,-7,7,8,25,3,44,0,1,1,47,93,7,3,2,67
"Bad",70,196,2,56,25,0,0,100,-7,7,8,27,4,30,0,3,3,34,79,4,4,1,47
"Good",87,140,16,79,16,0,0,100,-7,7,8,17,0,18,0,0,0,3,-8,1,1,0,22
"Bad",75,121,5,59,25,0,0,100,-7,6,8,25,2,40,0,5,5,89,95,2,2,2,67
"Bad",66,198,3,46,10,0,0,90,19,6,6,11,2,60,0,3,3,60,86,2,2,1,67
"Good",76,150,7,70,33,0,0,97,-8,6,6,33,1,27,0,0,0,32,45,5,4,1,64
"Bad",68,359,9,98,21,0,0,81,4,4,6,21,1,43,0,0,0,26,76,4,4,0,67
"Good",72,131,7,57,24,0,0,100,-7,7,8,24,2,25,0,0,0,28,42,6,2,2,50
"Bad",64,139,3,40,23,0,0,100,-7,7,8,23,4,43,0,0,0,73,73,5,5,1,91
"Good",88,161,7,92,24,0,0,100,-7,7,8,25,1,40,0,0,0,11,-8,2,1,0,43
"Bad",71,80,6,45,27,0,0,100,-7,7,8,27,1,33,0,0,0,43,96,3,3,1,46
"Good",81,183,21,88,27,0,0,100,-7,7,8,28,0,29,0,2,2,9,32,4,2,1,60
"Bad",60,59,3,31,14,0,0,93,-8,6,6,14,4,36,0,5,4,57,48,8,4,1,100
"Bad",79,334,2,76,21,0,0,100,-7,7,8,22,4,27,0,3,3,35,88,6,2,1,73
"Good",74,158,13,72,27,0,0,100,-7,7,8,27,0,41,0,0,0,70,62,3,2,2,63
"Good",79,144,13,55,22,0,0,100,-7,7,8,22,0,41,0,0,0,42,56,2,4,0,60
"Bad",75,224,4,63,18,1,0,84,10,4,5,19,5,26,0,0,0,15,-8,4,1,1,56
"Good",78,176,2,64,27,1,0,93,15,6,5,29,2,24,0,3,3,12,94,4,2,0,40
"Good",78,284,3,81,30,0,0,100,-7,6,8,32,3,50,0,1,1,43,24,6,2,0,89
"Good",85,259,7,78,11,0,0,100,-7,7,8,11,1,36,0,0,0,6,86,2,2,0,50
"Bad",60,63,4,21,16,0,0,88,39,5,6,16,5,38,0,5,5,74,94,6,4,1,92
"Good",73,131,6,54,11,0,0,100,-7,7,8,11,1,27,0,2,2,76,98,5,1,2,100
"Bad",58,158,5,67,9,0,0,82,4,4,6,11,1,45,0,1,1,76,57,2,2,1,80
"Good",77,216,4,91,39,0,0,100,-7,7,8,41,3,29,0,3,3,46,83,8,5,0,68
"Good",85,346,3,68,35,0,0,97,-8,6,6,39,7,36,0,3,3,1,64,1,3,0,25
"Bad",66,278,8,66,6,2,0,75,45,6,5,8,2,75,0,4,4,47,86,1,2,0,100
"Good",80,323,12,149,14,0,0,100,-7,7,8,14,0,14,0,0,0,70,-8,2,1,0,100
"Good",89,423,18,110,13,0,0,100,-7,7,8,13,0,15,0,0,0,2,59,2,1,0,43
"Bad",68,144,7,45,10,0,0,100,-7,7,8,10,2,50,0,2,2,89,71,3,2,2,83
"Bad",66,145,22,74,10,0,0,82,15,6,6,11,0,27,0,1,1,74,-8,3,1,2,80
"Bad",63,198,2,54,19,0,0,90,1,4,6,20,4,60,0,0,0,72,68,3,4,2,88
"Bad",81,131,16,59,19,1,0,90,15,6,5,20,0,30,0,0,0,3,-8,1,1,0,25
"Good",64,298,2,60,28,0,0,90,3,4,6,29,2,45,0,0,0,31,85,6,3,1,69
"Bad",80,174,19,94,20,0,0,100,-7,7,8,20,0,25,0,1,1,55,61,7,2,1,90
"Good",57,167,3,58,22,2,0,88,10,4,5,24,3,33,0,2,2,69,57,7,2,2,67
"Bad",66,105,6,41,13,0,0,85,3,4,6,13,3,54,0,2,2,36,94,1,3,0,80
"Bad",68,168,6,76,18,0,0,94,7,4,6,18,3,28,0,2,2,33,77,3,2,1,63
"Good",80,174,9,83,20,0,0,95,-8,6,6,21,1,43,0,0,0,-8,-8,1,1,0,100
"Bad",75,138,18,61,10,1,0,73,13,6,5,11,0,18,0,1,0,0,-8,1,1,1,50
"Good",73,196,14,85,31,0,0,97,23,6,6,33,0,42,0,0,0,53,-8,4,1,1,100
"Good",76,254,8,85,16,0,0,100,-7,7,8,16,2,31,0,0,0,49,94,2,3,2,71
"Bad",59,185,7,76,21,0,0,83,11,4,6,24,2,63,0,3,3,59,64,2,6,2,73
"Bad",63,137,5,75,20,0,0,81,0,4,6,21,1,19,0,1,1,34,55,3,2,0,71
"Good",67,332,9,122,28,1,0,88,23,6,5,33,2,55,0,0,0,60,77,4,5,2,77
"Good",70,288,5,67,32,0,0,97,-8,6,6,34,3,21,0,1,1,25,41,9,2,1,65
"Bad",76,257,18,100,4,0,0,100,-7,7,8,4,0,25,0,0,0,80,-8,3,1,1,100
"Bad",63,110,8,62,16,0,0,81,13,5,6,16,1,44,0,0,0,68,74,4,3,2,88
"Good",87,272,15,95,13,0,0,100,-7,7,8,13,0,31,0,0,0,21,-8,3,1,0,57
"Bad",77,199,18,64,22,0,0,96,22,6,6,24,0,46,0,0,0,0,54,1,4,0,63
"Bad",86,129,13,74,17,0,0,100,-7,7,8,17,0,35,0,0,0,10,-8,3,1,0,80
"Good",75,230,2,95,19,0,0,100,-7,7,8,21,3,33,0,2,2,47,-8,6,1,1,70
"Good",84,373,16,107,32,0,0,100,-7,7,8,32,0,38,0,1,1,14,30,7,5,0,67
"Bad",59,139,6,56,15,0,0,93,3,4,6,15,1,53,0,1,1,80,46,5,2,2,100
"Good",74,165,6,67,16,1,0,82,10,4,5,17,3,12,0,0,0,2,50,2,2,0,67
"Good",77,206,5,80,27,0,0,96,31,6,6,28,2,43,0,2,2,31,60,5,2,0,70
"Good",75,326,5,61,19,0,0,100,-7,7,8,19,4,5,0,1,1,20,-8,6,1,1,100
"Bad",67,342,3,64,19,0,0,89,2,4,6,19,3,37,0,2,2,14,95,2,3,0,55
"Good",71,219,1,69,29,0,0,100,-7,7,8,31,6,35,0,1,1,42,60,5,3,1,73
"Good",75,167,1,70,7,0,0,88,-8,6,6,8,1,25,0,0,0,18,100,2,2,2,57
"Bad",61,188,10,90,21,2,0,76,3,4,5,25,1,28,-7,5,5,60,-8,4,1,0,86
"Good",74,173,4,96,37,0,0,100,-7,6,7,38,4,45,-7,3,3,41,97,3,2,0,36
"Good",87,441,7,114,20,0,0,100,-7,7,8,21,2,30,-7,3,3,3,50,2,1,1,33
"Good",79,138,4,56,26,0,0,100,-7,7,8,27,3,19,-7,0,0,12,-8,4,2,0,70
"Bad",67,257,17,111,16,1,0,68,5,3,5,19,0,37,-7,1,0,17,56,4,2,0,60
"Good",85,253,11,106,17,0,0,100,-7,5,7,19,1,32,-7,3,3,34,-8,3,1,0,80
"Good",87,177,1,58,10,0,0,100,-7,7,8,11,2,36,-7,0,0,2,100,2,2,0,67
"Good",77,243,2,113,26,0,0,100,-7,5,7,29,2,31,-7,1,1,36,82,8,3,2,69
"Good",89,167,8,79,25,0,0,100,-7,7,8,28,2,39,-7,0,0,3,92,1,3,0,44
"Bad",83,50,15,27,8,0,0,100,-7,7,8,9,0,63,-7,1,1,10,90,2,2,0,80
"Good",82,178,4,73,18,0,0,95,-8,6,6,20,3,40,-7,4,4,4,44,3,2,0,63
"Good",81,158,4,87,34,0,0,100,-7,6,7,36,6,31,-7,5,5,19,93,7,3,0,63
"Bad",73,246,7,105,22,0,0,91,13,6,6,23,1,32,-7,0,0,19,-8,4,1,0,38
"Bad",69,165,9,49,24,0,0,100,-7,7,8,24,2,33,-7,0,0,45,63,6,2,1,80
"Bad",64,117,5,61,18,1,0,74,15,6,5,19,3,47,-7,2,2,70,98,3,2,0,83
"Good",76,282,3,64,39,0,0,100,-7,7,8,40,3,28,-7,0,0,14,86,6,1,2,44
"Bad",76,346,21,120,27,0,0,100,-7,7,8,27,0,37,-7,0,0,68,57,5,2,2,88
"Bad",61,243,10,104,20,0,0,86,2,4,6,22,1,36,-7,0,0,90,89,4,3,2,100
"Good",85,176,3,71,29,0,0,100,-7,6,7,32,3,34,-7,4,4,1,-8,2,1,0,50
"Good",83,302,10,99,28,0,0,100,-7,7,8,28,1,18,-7,0,0,12,79,3,2,1,50
"Good",84,247,5,84,22,0,0,100,-7,6,7,22,2,50,-7,2,2,25,90,4,2,0,86
"Good",71,226,5,76,44,0,0,100,-7,7,8,46,2,24,-7,3,3,70,65,4,3,2,78
"Good",88,206,2,108,36,0,0,100,-7,7,8,38,1,19,-7,1,1,1,46,4,3,0,44
"Bad",82,199,9,97,18,0,0,94,28,6,6,18,2,17,-7,0,0,17,80,5,1,0,60
"Bad",69,155,3,52,31,0,0,100,-7,7,8,31,1,29,-7,2,2,51,98,3,3,2,46
"Bad",87,228,2,77,30,0,0,100,-7,7,8,31,3,10,-7,4,4,6,100,7,1,0,38
"Bad",76,191,3,76,18,0,0,100,-7,7,8,18,3,50,-7,1,1,67,66,5,4,1,90
"Bad",71,243,2,65,29,0,0,97,5,4,6,30,6,10,-7,0,0,4,95,5,2,0,47
"Bad",65,79,22,54,6,1,0,75,8,4,5,8,0,38,-7,1,1,77,-8,4,1,0,100
"Good",78,124,6,67,25,0,0,100,-7,7,8,25,1,28,-7,0,0,13,-8,4,1,1,45
"Bad",68,190,3,64,13,1,0,71,34,6,5,14,2,29,-7,2,2,37,44,8,2,0,91
"Good",80,136,3,49,24,0,0,100,-7,7,8,25,2,20,-7,2,2,11,-8,2,1,0,38
"Good",80,261,8,104,22,0,0,100,-7,7,8,22,1,59,-7,1,1,39,76,3,2,1,71
"Good",80,136,15,63,11,0,0,91,21,6,6,11,0,36,-7,1,1,19,54,2,3,0,71
"Good",82,78,3,36,26,0,0,100,-7,7,8,26,3,8,-7,0,0,1,-8,1,1,0,11
"Good",90,234,6,128,32,0,0,100,-7,7,8,32,2,38,-7,0,0,1,78,2,2,0,57
"Bad",85,132,3,76,16,0,0,100,-7,7,8,18,1,50,-7,1,1,10,-8,3,1,0,57
"Bad",74,97,1,39,11,1,0,92,26,6,5,14,6,31,-7,0,0,36,-8,4,1,0,63
"Bad",84,97,1,47,36,0,0,100,-7,5,7,39,1,5,-7,1,1,3,-8,4,1,0,26
"Bad",70,153,11,85,9,1,0,80,26,6,5,10,1,50,-7,0,0,68,74,2,2,2,67
"Bad",64,331,6,93,30,0,0,83,1,4,6,32,2,23,-7,5,5,3,89,3,3,1,40
"Bad",88,199,9,83,17,0,0,100,-7,7,8,17,1,24,-7,0,0,0,70,0,2,0,50
"Good",84,133,1,77,28,0,0,100,-7,6,7,32,3,38,-7,2,2,32,76,1,2,0,60
"Good",75,172,8,83,28,0,0,93,2,4,6,28,3,43,-7,2,2,4,92,2,2,0,57
"Bad",73,250,6,143,22,0,0,95,19,6,6,22,1,32,-7,1,0,36,95,6,2,0,67
"Bad",58,129,2,23,21,0,0,100,-7,7,8,23,7,36,-7,4,2,74,74,8,4,2,93
"Bad",79,54,4,21,7,0,0,100,-7,7,8,7,2,43,-7,2,2,9,74,2,3,0,100
"Good",90,235,16,141,13,0,0,100,-7,7,8,14,0,21,-7,0,0,10,-8,2,1,0,43
"Good",86,153,7,88,15,0,0,100,-7,7,8,15,1,27,-7,0,0,5,-8,2,1,0,43
"Good",79,192,10,69,18,0,0,100,-7,7,8,18,1,28,-7,1,1,24,78,5,2,0,78
"Good",77,232,9,74,18,0,0,100,-7,7,8,18,2,28,-7,5,5,13,77,2,3,1,63
"Bad",83,71,3,36,8,0,0,100,-7,7,8,8,3,38,-7,0,0,7,-8,1,1,0,40
"Good",87,236,2,74,20,0,0,100,-7,7,8,21,4,52,-7,1,1,9,101,1,2,0,43
"Good",85,141,12,71,14,0,0,100,-7,7,8,16,0,21,-7,0,0,1,47,2,2,0,44
"Bad",74,143,4,58,20,0,0,100,-7,7,8,22,4,41,-7,4,4,26,40,5,3,2,57
"Good",86,257,20,117,29,0,0,100,-7,6,7,29,0,45,-7,0,0,10,48,3,2,0,71
"Good",82,351,11,101,30,0,0,100,-7,7,8,31,1,6,-7,0,0,8,50,8,1,1,39
"Bad",68,156,4,75,31,0,0,94,12,6,6,35,1,37,-7,0,0,41,85,5,2,0,70
"Bad",64,200,5,68,41,0,0,88,4,4,6,42,4,24,-7,0,0,11,66,3,4,1,47
"Bad",68,167,0,68,30,1,0,88,16,6,5,32,4,34,-7,2,2,25,31,4,2,0,43
"Bad",68,237,1,120,26,0,0,96,21,6,6,28,1,43,-7,4,4,64,26,9,3,2,75
"Good",86,323,5,71,33,0,0,100,-7,7,8,34,2,41,-7,1,1,6,87,2,3,0,31
"Bad",70,147,6,51,17,0,0,100,-7,7,8,17,3,59,-7,0,0,50,91,3,3,1,67
"Good",76,125,8,67,11,0,0,100,-7,7,8,12,2,42,-7,2,2,59,-8,2,1,0,100
"Good",71,245,6,62,33,1,0,97,10,3,5,34,1,24,-7,0,0,19,56,7,3,0,50
"Bad",69,147,3,65,38,0,0,100,-7,7,8,41,4,44,1,4,4,51,73,3,3,1,46
"Bad",67,196,2,56,27,0,0,90,13,6,6,32,7,19,2,3,3,45,11,8,3,2,67
"Bad",70,192,3,59,13,1,0,86,2,4,5,14,1,36,3,1,1,36,51,1,3,0,50
"Good",73,259,6,120,26,0,0,93,42,6,6,27,3,22,5,0,0,49,79,4,2,2,67
"Bad",88,199,4,112,5,0,0,100,-7,7,8,5,1,40,3,1,1,5,98,3,1,0,100
"Good",88,162,14,116,6,0,0,100,-7,7,8,6,0,17,13,0,0,2,-8,4,1,0,100
"Good",77,196,2,77,31,0,0,100,-7,7,8,32,5,41,2,2,2,18,92,5,2,2,70
"Good",80,153,2,57,24,0,0,100,-7,7,8,27,4,50,3,3,2,21,65,3,2,0,75
"Good",80,233,1,57,30,0,0,100,-7,7,8,31,6,16,0,1,1,9,70,3,2,1,42
"Bad",92,330,1,119,10,0,0,100,-7,7,8,11,2,9,-8,0,0,1,53,1,1,0,33
"Bad",89,191,7,84,22,0,0,100,-7,7,8,25,1,36,3,1,1,10,-8,2,1,0,60
"Good",83,263,1,84,36,0,0,97,-8,6,6,38,3,21,0,5,5,8,33,3,3,0,38
"Bad",80,177,1,64,33,0,0,100,-7,5,7,35,5,34,1,4,3,19,44,3,3,1,75
"Bad",70,100,2,50,13,0,0,93,24,6,6,14,3,50,0,4,3,54,70,2,5,1,88
"Good",78,282,7,93,8,0,0,78,22,6,6,9,1,22,-8,0,0,31,-8,3,1,0,83
"Bad",61,283,6,71,46,0,0,96,1,4,6,47,2,23,0,2,2,30,-8,4,1,2,36
"Bad",75,198,4,114,26,2,0,93,42,6,5,28,5,46,0,1,1,18,15,7,3,0,77
"Good",80,255,3,55,23,0,0,100,-7,7,8,23,3,17,2,5,5,2,-8,2,1,0,20
"Good",82,142,19,91,27,0,0,100,-7,6,7,27,0,37,8,0,0,9,44,6,3,1,82
"Good",79,221,10,114,15,0,0,100,-7,7,8,18,1,33,1,1,1,36,50,2,2,1,57
"Good",82,163,14,84,15,0,0,100,-7,7,8,17,0,53,9,0,0,29,89,2,2,0,67
"Bad",67,314,0,108,10,1,0,92,8,3,5,12,2,17,0,1,1,60,-8,5,1,2,75
"Good",85,248,2,103,27,0,0,100,-7,7,8,29,3,31,1,2,2,16,-8,4,1,0,45
"Good",87,210,20,97,16,0,0,100,-7,7,8,16,0,25,-8,0,0,19,-8,3,1,0,50
"Good",89,159,11,62,9,0,0,100,-7,7,8,9,3,22,11,1,0,2,-8,1,1,0,33
"Good",89,259,5,116,20,0,0,100,-7,7,8,21,3,38,4,2,2,1,82,3,3,0,55
"Bad",60,316,3,84,19,1,0,80,5,4,5,22,3,45,0,1,1,85,82,6,4,2,91
"Good",79,210,10,94,44,0,0,98,19,6,6,45,1,27,0,1,1,8,48,3,3,0,38
"Good",69,119,4,39,38,0,0,100,-7,7,8,38,1,26,1,3,3,39,77,8,6,2,74
"Bad",80,211,9,73,28,0,0,96,30,6,6,28,1,39,0,2,2,5,82,4,2,0,60
"Good",81,245,6,82,40,0,0,100,-7,7,8,40,2,40,5,0,0,11,89,5,3,0,73
"Good",81,222,8,85,39,0,0,100,-7,7,8,41,3,34,7,0,0,44,18,4,2,0,55
"Bad",82,69,21,41,10,0,0,100,-7,7,8,10,0,10,0,1,1,13,-8,1,1,0,67
"Bad",58,67,2,28,14,0,0,100,-7,7,8,15,3,7,1,2,2,69,-8,9,1,2,83
"Good",92,428,6,156,10,0,0,100,-7,7,8,11,1,9,-8,0,0,0,-8,1,1,0,40
"Bad",60,168,5,86,11,0,0,73,5,4,6,11,2,18,-8,0,0,63,68,4,1,1,71
"Good",77,93,2,47,29,0,0,100,-7,7,8,33,7,48,2,5,5,22,90,3,4,0,78
"Good",90,190,3,94,15,0,0,100,-7,7,8,15,1,27,3,1,1,3,-8,1,1,0,67
"Good",72,203,1,44,33,0,0,100,-7,7,8,34,6,53,3,1,1,26,77,7,4,0,79
"Good",77,165,3,71,30,0,0,100,-7,7,8,31,4,29,3,2,2,16,-8,3,2,1,38
"Bad",80,96,4,49,25,0,0,100,-7,7,8,25,3,32,0,1,1,3,77,6,3,0,64
"Good",86,205,1,82,21,0,0,100,-7,7,8,22,2,41,1,2,2,1,-8,1,1,0,33
"Good",83,135,9,72,27,0,0,100,-7,6,7,27,1,48,3,1,1,16,75,1,3,0,44
"Good",92,407,10,124,16,0,0,100,-7,7,8,18,1,17,9,0,0,1,-8,2,1,0,50
"Good",88,222,2,82,10,0,0,100,-7,7,8,11,1,45,1,1,1,3,30,2,2,0,57
"Bad",61,80,2,26,18,0,0,100,-7,7,8,19,6,37,0,4,4,80,92,6,2,2,89
"Good",87,327,6,117,19,0,0,96,-7,5,7,23,3,43,5,0,0,9,-8,5,1,0,60
"Good",81,95,3,63,13,0,0,100,-7,7,8,13,1,62,3,1,1,45,-8,2,2,0,100
"Good",80,241,4,63,28,0,0,100,-7,7,8,28,6,18,0,4,4,5,-8,3,1,0,22
"Good",90,177,14,74,13,0,0,100,-7,7,8,13,0,31,-8,0,0,6,-8,1,1,0,29
"Good",84,170,18,86,19,0,0,100,-7,7,8,22,0,32,3,1,1,28,-8,2,1,0,50
"Bad",73,192,13,77,24,0,0,96,11,4,6,26,0,58,1,4,4,35,-8,2,2,0,80
"Good",76,141,11,68,14,0,0,100,-7,7,8,14,1,43,-8,0,0,67,88,4,2,2,86
"Good",75,262,10,79,40,0,0,100,-7,7,8,41,2,46,4,1,1,33,67,6,4,0,77
"Good",63,268,2,81,20,0,0,82,4,4,6,23,3,45,12,0,0,50,100,6,3,1,82
"Good",86,201,14,87,17,0,0,94,21,6,6,18,0,33,0,1,1,1,-8,2,1,0,33
"Good",84,170,4,67,16,0,0,100,-7,7,8,17,4,53,4,2,2,1,68,1,4,0,56
